Timestamp,Duration_Seconds,Dialogue
"00:07:54,632 --> 00:07:56,008",1.376,Where are you going?
"00:07:56,092 --> 00:07:57,510",1.418,To your house.
"00:08:09,230 --> 00:08:12,441",3.211,Thank you for thinking of us too. I feel bad.
"00:08:12,525 --> 00:08:13,568",1.043,How was the party?
"00:08:13,651 --> 00:08:15,361",1.710,"Good, everyone ate and left."
"00:08:15,444 --> 00:08:17,321",1.877,Your mom will be cleaning up for a while.
"00:08:17,989 --> 00:08:19,699",1.710,We all helped before we left.
"00:08:19,782 --> 00:08:22,326",2.544,I'm sure there's still a lot of work left to do.
"00:08:27,123 --> 00:08:28,708",1.585,Come on. Be careful.
"00:08:29,375 --> 00:08:31,335",1.960,Why does it have to be here? It'll be noisy.
"00:08:31,919 --> 00:08:34,630",2.711,How can we drink in the yard? Your dad's there.
"00:08:34,714 --> 00:08:35,756",1.042,My God!
"00:08:37,925 --> 00:08:39,010",1.085,What's with your face?
"00:08:39,093 --> 00:08:40,678",1.585,It's under construction.
"00:08:59,238 --> 00:09:00,489",1.251,"Gi-jeong, come join us!"
"00:09:02,366 --> 00:09:05,328",2.962,I can't drink if I want these bruises to go away!
"00:09:05,995 --> 00:09:07,413",1.418,What did she do to her eyes?
"00:09:07,496 --> 00:09:08,998",1.502,I have no idea.
"00:09:09,081 --> 00:09:10,708",1.627,What about her eyes?
"00:09:11,709 --> 00:09:14,545",2.836,Why didn't you bring a table or something?
"00:09:14,629 --> 00:09:16,005",1.376,"Just eat, dumbass."
"00:09:16,088 --> 00:09:17,089",1.001,My back hurts!
"00:09:32,480 --> 00:09:34,440",1.960,"He suddenly started running,"
"00:09:35,024 --> 00:09:37,985",2.961,"and from that moment, it was awesome. I could just feel it."
"00:09:38,069 --> 00:09:40,237",2.168,"""He'll make the jump"""
"00:09:40,321 --> 00:09:41,697",1.376,And he did.
"00:09:42,573 --> 00:09:44,450",1.877,Like paper flying through the air.
"00:09:44,533 --> 00:09:46,285",1.752,Anyone can do that if they train.
"00:09:46,369 --> 00:09:47,370",1.001,You think you can?
"00:09:47,953 --> 00:09:48,788",0.835,I can.
"00:09:49,413 --> 00:09:50,665",1.252,Bullshit.
"00:09:51,165 --> 00:09:52,458",1.293,Care to bet? How much?
"00:09:52,541 --> 00:09:54,377",1.836,"If you do it within a week, 500,000 won."
"00:09:54,960 --> 00:09:56,545",1.585,A week isn't enough.
"00:09:56,629 --> 00:09:58,130",1.501,Then within a month.
"00:09:59,423 --> 00:10:00,883",1.460,"You won't make it, moron."
"00:10:00,966 --> 00:10:03,886",2.920,It was scorching today. My scalp felt as if it was melting.
"00:10:03,969 --> 00:10:07,056",3.087,"""So this is how I kick the bucket, picking peppers."""
"00:10:07,139 --> 00:10:10,518",3.379,"""Peppers, me, and the sun…"" My mind was all over the place."
"00:10:10,601 --> 00:10:14,146",3.545,But seeing Gu jump like that really blew my mind.
"00:10:16,941 --> 00:10:20,986",4.045,"It's a skill I would've shown off right away, but he hid it for a year."
"00:10:21,696 --> 00:10:26,450",4.754,"Someone who knows how to hide how cool he is, is a genuinely cool guy."
"00:10:27,576 --> 00:10:31,664",4.088,I knew Gu was special.
"00:10:31,747 --> 00:10:33,707",1.960,I could tell by his face.
"00:10:35,584 --> 00:10:38,546",2.962,How could you tell that by just his face?
"00:10:38,629 --> 00:10:40,005",1.376,I just can tell.
"00:10:41,507 --> 00:10:44,301",2.794,"A face like yours or mine says,"
"00:10:44,385 --> 00:10:48,264",3.879,"""Yes, I'm nothing special. What you see is what you get."""
"00:10:48,347 --> 00:10:49,557",1.210,You little…
"00:10:50,307 --> 00:10:52,351",2.044,We're much better off.
"00:10:52,977 --> 00:10:55,855",2.878,"Those who seem special but are not,"
"00:10:55,938 --> 00:10:57,940",2.002,they're way more disappointing.
"00:10:58,524 --> 00:11:01,944",3.420,We're not like that. We're just a little disappointing at first sight.
"00:11:03,654 --> 00:11:05,364",1.710,Take him for example.
"00:11:05,448 --> 00:11:08,159",2.711,"Whenever he sees a girl he doesn't know at a school reunion,"
"00:11:08,242 --> 00:11:09,785",1.543,he goes quiet and acts cool.
"00:11:09,869 --> 00:11:12,121",2.252,"But oddly enough, when he does that,"
"00:11:12,204 --> 00:11:14,290",2.086,it somehow actually looks cool.
"00:11:14,373 --> 00:11:17,585",3.212,So some girls are attracted to him and go on a few dates with him.
"00:11:18,335 --> 00:11:20,963",2.628,Then they won't even go near him. They all just avoid him.
"00:11:21,046 --> 00:11:22,756",1.710,"Hey, that's not true."
"00:11:22,840 --> 00:11:24,341",1.501,"It is true, dumbass."
"00:11:24,967 --> 00:11:26,844",1.877,"That habit's like a disease, man."
"00:11:27,553 --> 00:11:29,096",1.543,"When you first meet someone,"
"00:11:29,180 --> 00:11:32,516",3.336,you should act like you're nothing special to keep their expectations low
"00:11:32,600 --> 00:11:34,602",2.002,and show them your good points later on.
"00:11:34,685 --> 00:11:38,063",3.378,"Then you should say, ""What? You noticed that?"""
"00:11:38,147 --> 00:11:42,109",3.962,"""You're right. I can see that's my charm. I had no idea."""
"00:11:42,193 --> 00:11:44,403",2.210,But you're all about bluffing.
"00:11:44,487 --> 00:11:46,447",1.960,Then what am I supposed to do?
"00:11:46,530 --> 00:11:48,324",1.794,Act like you're nothing special!
"00:11:48,407 --> 00:11:49,825",1.418,I really am nothing special!
"00:11:52,578 --> 00:11:54,163",1.585,Nothing about me is special!
"00:11:55,414 --> 00:11:57,875",2.461,Look carefully. There must be something.
"00:11:58,584 --> 00:12:02,213",3.629,Ask a woman to find it for you. They'll do all the work.
"00:12:04,048 --> 00:12:06,759",2.711,Mi-jeong! Are you on a diet?
"00:12:07,843 --> 00:12:08,719",0.876,Yes!
"00:12:09,470 --> 00:12:11,430",1.960,"All right, do your best!"
"00:12:12,139 --> 00:12:13,849",1.710,I hope you'll get prettier.
"00:12:26,111 --> 00:12:28,113",2.002,Do we not have a new one?
"00:12:28,197 --> 00:12:30,616",2.419,"No, I've been meaning to buy one."
"00:12:34,203 --> 00:12:35,246",1.043,I'll go pick one up.
"00:12:35,329 --> 00:12:38,165",2.836,This late at night? We'll just get it tomorrow.
"00:12:54,431 --> 00:12:56,141",1.710,Why am I feeling sad?
"00:12:58,769 --> 00:13:00,187",1.418,Why am I sad?
"00:13:11,740 --> 00:13:13,117",1.377,He always holds back.
"00:13:14,577 --> 00:13:16,370",1.793,He takes a step forward but then stops.
"00:13:17,788 --> 00:13:20,708",2.920,<i>I'm just going to keep wanting until the day I die.</i>
"00:13:21,500 --> 00:13:22,751",1.251,Mi-jeong.
"00:13:24,295 --> 00:13:26,463",2.168,Don't ask for love like me.
"00:13:32,970 --> 00:13:35,472",2.502,I'm a great person.
"00:13:36,640 --> 00:13:38,976",2.336,I won't ask to be loved.
"00:13:41,103 --> 00:13:42,938",1.835,I'm a great person.
"00:13:44,189 --> 00:13:46,150",1.961,I won't ask to be loved.
"00:13:53,365 --> 00:13:55,743",2.378,I asked him what he stares at every day in the yard.
"00:13:56,744 --> 00:13:57,661",0.917,He said mountains.
"00:13:59,788 --> 00:14:03,500",3.712,"<i>He said if you piled up 7.7 billion 1-won coins, it'd be as big as that mountain.</i>"
"00:14:07,546 --> 00:14:09,048",1.502,Why 7.7 billion coins?
"00:14:10,215 --> 00:14:11,342",1.127,Don't you get it?
"00:14:14,053 --> 00:14:16,764",2.711,I got what he was saying right away.
"00:14:16,847 --> 00:14:18,849",2.002,It's 7.7 billion.
"00:14:20,517 --> 00:14:22,311",1.794,What about 7.7 billion?
"00:14:23,646 --> 00:14:25,314",1.668,"The world's population, moron."
"00:14:25,856 --> 00:14:29,777",3.921,"Let's say I'm a 1-won coin. Then 7.7 billion coins are about 5,000 tons."
"00:14:29,860 --> 00:14:31,111",1.251,As heavy as that mountain.
"00:14:31,195 --> 00:14:33,197",2.002,"If you convert the whole thing into coins,"
"00:14:33,280 --> 00:14:34,990",1.710,everything becomes much clearer.
"00:14:35,074 --> 00:14:36,742",1.668,Me and the world's population.
"00:14:38,202 --> 00:14:39,161",0.959,So?
"00:14:40,037 --> 00:14:41,455",1.418,Jeez.
"00:14:42,498 --> 00:14:45,459",2.961,I'm trying my best to live.
"00:14:45,542 --> 00:14:50,047",4.505,"But would you even be able to find me, just a coin, in that mountain of coins?"
"00:14:53,801 --> 00:14:55,302",1.501,Are they sorted by country?
"00:14:55,386 --> 00:14:57,888",2.502,"Hey, just forget it. Just stop."
"00:14:57,972 --> 00:15:01,475",3.503,Why wouldn't we be able to find you? We're not piled up like a mountain.
"00:15:01,558 --> 00:15:02,518",0.960,"That's not it, idiot!"
"00:15:02,601 --> 00:15:04,311",1.710,Enough about Mr. Gu!
"00:15:04,395 --> 00:15:06,772",2.377,It's just something some alcoholic said.
"00:15:06,855 --> 00:15:09,441",2.586,It must have been one hell of a long jump. Damn it.
"00:15:12,611 --> 00:15:13,612",1.001,Damn it.
"00:15:15,489 --> 00:15:18,200",2.711,How dull my life must be…
"00:15:19,827 --> 00:15:21,495",1.668,It's not like I saw Yuna Kim jump.
"00:15:21,578 --> 00:15:23,956",2.378,"It was just some guy, but I'm excited all day."
"00:15:24,832 --> 00:15:29,753",4.921,"I've never felt real joy, pleasure, or excitement in my life."
"00:15:31,338 --> 00:15:34,091",2.753,Except during the 2002 World Cup. And then it was over.
"00:15:35,676 --> 00:15:39,722",4.046,That's why I'm going on and on about it like this.
"00:15:39,805 --> 00:15:42,850",3.045,"As I go on about it this way,"
"00:15:42,933 --> 00:15:46,520",3.587,"it somehow makes me feel something similar to joy, you know?"
"00:15:47,980 --> 00:15:49,732",1.752,Goodness. Take this.
"00:15:51,400 --> 00:15:52,359",0.959,Here.
"00:15:57,364 --> 00:15:59,867",2.503,"You guys may have gotten older,"
"00:15:59,950 --> 00:16:03,078",3.128,but it's just like when you used to play house here as kids.
"00:16:03,162 --> 00:16:04,872",1.710,"Your bodies got bigger,"
"00:16:04,955 --> 00:16:07,833",2.878,but you're still the kids who used to put grass on bottle lids
"00:16:07,916 --> 00:16:09,418",1.502,"and serve it up saying, ""Enjoy."""
"00:16:10,377 --> 00:16:11,545",1.168,"When the time is right,"
"00:16:11,628 --> 00:16:15,466",3.838,"you're supposed to meet your life partner, get married, have kids,"
"00:16:15,549 --> 00:16:17,217",1.668,and watch them grow up.
"00:16:17,301 --> 00:16:20,345",3.044,How come so many kids these days
"00:16:20,429 --> 00:16:23,557",3.128,refuse to do that and just grow old all alone?
"00:16:23,640 --> 00:16:27,144",3.504,Shouldn't something have changed since back when you used to play house?
"00:16:27,227 --> 00:16:28,520",1.293,My goodness.
"00:16:29,313 --> 00:16:31,315",2.002,"You must be sick of it, too, right?"
"00:16:31,398 --> 00:16:32,775",1.377,Even I can tell.
"00:16:37,029 --> 00:16:40,199",3.170,Try having a kid. You'll feel full without eating.
"00:16:40,282 --> 00:16:43,577",3.295,Every day will be amazing. You'll be invincible.
"00:16:43,660 --> 00:16:46,288",2.628,No one can beat you. No one can beat parents.
"00:16:47,289 --> 00:16:50,709",3.420,But you don't know anything about that. Goodness gracious.
"00:16:51,877 --> 00:16:52,711",0.834,Mother.
"00:16:54,922 --> 00:16:56,048",1.126,"After you had us,"
"00:16:56,757 --> 00:17:01,053",4.296,"you enjoyed two or three short years of joy and delight,"
"00:17:01,637 --> 00:17:04,223",2.586,then your life got miserable.
"00:17:04,807 --> 00:17:07,309",2.502,Do you really want to pass that kind of life onto us?
"00:17:07,392 --> 00:17:08,227",0.835,You little…
"00:17:08,310 --> 00:17:11,480",3.170,"And if we want we want to feel joyful at all times,"
"00:17:12,064 --> 00:17:16,151",4.087,should we keep having kids until we're 80? Until we die?
"00:17:18,112 --> 00:17:21,949",3.837,It's hot. Why do you close the window? You don't even turn on the AC.
"00:17:25,160 --> 00:17:27,871",2.711,What do I do? It's so delicious.
"00:17:28,455 --> 00:17:31,959",3.504,"I was full, but this is so good."
"00:17:36,380 --> 00:17:39,633",3.253,Goodness. All he knows is how to run his mouth.
"00:18:03,991 --> 00:18:06,034",2.043,"You may have gotten bigger and taller,"
"00:18:06,910 --> 00:18:07,870",0.960,but it's still you.
"00:18:08,495 --> 00:18:09,329",0.834,Right?
"00:18:12,499 --> 00:18:14,251",1.752,I don't expect anything from you.
"00:18:14,918 --> 00:18:16,295",1.377,I'm just happy when you smile.
"00:18:17,045 --> 00:18:20,883",3.838,"And when you cry, I wonder what happened."
"00:18:22,718 --> 00:18:25,554",2.836,"Quit pigging out, asshole! Your stomach's going to pop."
"00:18:25,637 --> 00:18:27,598",1.961,-Are you jealous of this? -Shut up.
"00:18:31,852 --> 00:18:36,148",4.296,Just his size has changed.
"00:18:38,817 --> 00:18:41,069",2.252,SUPERMARKET
"00:19:00,255 --> 00:19:04,009",3.754,I'm a great person. I won't ask to be loved.
"00:19:04,509 --> 00:19:08,513",4.004,I'm a great person. I won't ask to be loved.
"00:19:33,872 --> 00:19:35,374",1.502,I bought some soju.
"00:19:51,014 --> 00:19:52,182",1.168,Take this.
"00:19:56,603 --> 00:19:57,562",0.959,How much was it?
"00:19:58,981 --> 00:19:59,856",0.875,It's fine.
"00:20:01,858 --> 00:20:02,943",1.085,Do you even have money?
"00:20:06,280 --> 00:20:07,739",1.459,Enough for that.
"00:20:15,580 --> 00:20:16,581",1.001,Are you sure?
"00:20:25,799 --> 00:20:26,925",1.126,That you and I
"00:20:28,385 --> 00:20:30,512",2.127,will have become different people when spring comes?
"00:20:37,728 --> 00:20:40,355",2.627,You said I would if I worshipped you.
"00:20:55,829 --> 00:20:57,706",1.877,"You've never tried it, right?"
"00:20:59,666 --> 00:21:04,129",4.463,"In my experience, you change once you do something you've never done before."
"00:21:19,394 --> 00:21:20,645",1.251,Have you decided to do it?
"00:21:24,149 --> 00:21:25,150",1.001,I already started.
"00:21:26,193 --> 00:21:27,194",1.001,Earlier today.
"00:21:56,681 --> 00:21:59,017",2.336,Don't give me that. Do you know how sad it makes me?
"00:21:59,101 --> 00:22:00,018",0.917,"I know, dumbass."
"00:22:00,102 --> 00:22:02,604",2.502,-Hey. -I have the most hair around here.
"00:22:02,687 --> 00:22:05,941",3.254,Keep it down! Call it a night already! Don't you have work tomorrow?
"00:22:06,608 --> 00:22:09,528",2.920,ALPHA RETAIL
"00:22:11,571 --> 00:22:14,699",3.128,I guess she's really upset.
"00:22:16,660 --> 00:22:17,828",1.168,Did I tell you?
"00:22:18,411 --> 00:22:21,540",3.129,That my niece passed the Grade Seven Public Service Exam?
"00:22:21,623 --> 00:22:22,582",0.959,Yes.
"00:22:23,083 --> 00:22:27,003",3.920,"So I took her to the mall to buy her a set of clothes,"
"00:22:27,087 --> 00:22:30,006",2.919,but the sales clerk asked if we were friends!
"00:22:31,716 --> 00:22:34,511",2.795,She's 27 years old.
"00:22:35,512 --> 00:22:37,722",2.210,I felt so bad for her.
"00:22:37,806 --> 00:22:39,975",2.169,But she's still sore about it.
"00:22:41,393 --> 00:22:43,979",2.586,Take a look. This is me and my niece.
"00:22:45,021 --> 00:22:46,565",1.544,Do we really look like friends?
"00:22:46,648 --> 00:22:48,692",2.044,Yes. You really do.
"00:22:48,775 --> 00:22:50,193",1.418,Really?
"00:22:51,945 --> 00:22:53,572",1.627,Did I tell you already?
"00:22:53,655 --> 00:22:56,783",3.128,"Two years ago, I went to a bar with a hat on,"
"00:22:56,867 --> 00:22:58,743",1.876,and they asked me for my ID.
"00:22:58,827 --> 00:23:00,495",1.668,I was with all my friends too.
"00:23:00,579 --> 00:23:02,664",2.085,"-<i>Help, please call me.</i> -I was the only one they asked."
"00:23:03,248 --> 00:23:04,708",1.460,My friends were so mad…
"00:23:04,791 --> 00:23:05,750",0.959,"Yes, sir."
"00:23:05,834 --> 00:23:08,295",2.461,-I wasn't going to tell you this-- -How can I help you?
"00:23:08,378 --> 00:23:11,047",2.669,"Yes, I was just wondering about the work dinner."
"00:23:11,131 --> 00:23:12,382",1.251,"Yes, indeed."
"00:23:12,465 --> 00:23:14,217",1.752,"That's right, yes, that's today."
"00:23:14,301 --> 00:23:15,969",1.668,Then I'll see you this evening.
"00:23:16,052 --> 00:23:17,512",1.460,"Yes, goodbye."
"00:23:17,596 --> 00:23:18,430",0.834,Goodbye.
"00:23:30,984 --> 00:23:31,818",0.834,Cho Gyeong-seon?
"00:23:31,902 --> 00:23:33,195",1.293,"Yes, Cho Gyeong-seon."
"00:23:33,778 --> 00:23:37,365",3.587,I've never seen people whispering while drinking at a barbecue place.
"00:23:38,116 --> 00:23:42,120",4.004,"Yes, it was Cho Gyeong-seon. But how come none of us recognized her?"
"00:23:42,204 --> 00:23:45,415",3.211,"I didn't recognize her, either. Then I saw her name tag."
"00:23:45,498 --> 00:23:48,001",2.503,I realized only after reading the name tag.
"00:23:49,502 --> 00:23:50,378",0.876,But that man.
"00:23:50,462 --> 00:23:52,714",2.252,"<i>-He works at Mi-jeong's company, right? -Yes.</i>"
"00:23:52,797 --> 00:23:55,342",2.545,-Then was he her little brother? -Yes.
"00:23:55,926 --> 00:23:58,053",2.127,My gosh. That poor thing.
"00:23:58,720 --> 00:24:00,513",1.793,"Oh, no. He even has a kid."
"00:24:01,431 --> 00:24:02,265",0.834,"I know, right?"
"00:24:02,807 --> 00:24:06,269",3.462,Cho Gyeong-seon as a sister-in-law. Isn't it obvious why they got divorced?
"00:24:06,978 --> 00:24:09,231",2.253,"Hey, keep it down. You'll get in trouble again."
"00:24:11,149 --> 00:24:14,110",2.961,"Apparently, he and his two sisters all live together with his kid."
"00:24:14,194 --> 00:24:15,820",1.626,-The three of them? -Yes.
"00:24:15,904 --> 00:24:18,323",2.419,-Gyeong-seon hasn't gotten married? -Of course not.
"00:24:18,865 --> 00:24:20,242",1.377,Her sister hasn't either.
"00:24:21,034 --> 00:24:23,787",2.753,"Oh, my God. That guy has it so tough."
"00:24:23,870 --> 00:24:25,789",1.919,You know what she's like.
"00:24:25,872 --> 00:24:29,709",3.837,Remember when she turned the teachers' room upside down?
"00:24:29,793 --> 00:24:30,669",0.876,What?
"00:24:31,211 --> 00:24:33,171",1.960,-You haven't heard that story? -No.
"00:24:33,255 --> 00:24:36,299",3.044,She went to get her official school records to apply for jobs.
"00:24:36,383 --> 00:24:40,345",3.962,"Apparently, her second-year homeroom teacher wrote just two words on it."
"00:24:40,428 --> 00:24:41,972",1.544,"""Poor behavior."""
"00:24:43,014 --> 00:24:44,057",1.043,Unbelievable.
"00:24:44,140 --> 00:24:45,976",1.836,"Wait, who was the teacher?"
"00:24:46,643 --> 00:24:47,852",1.209,"German, Class 2-8."
"00:24:47,936 --> 00:24:49,604",1.668,"Oh, God, German."
"00:24:49,688 --> 00:24:51,273",1.585,"She turned the place upside down,"
"00:24:51,356 --> 00:24:54,776",3.420,saying he was stopping her from getting a job and ruining her future.
"00:24:54,859 --> 00:24:56,569",1.710,Even the police came.
"00:24:57,195 --> 00:24:59,239",2.044,She wasn't exactly a model student.
"00:24:59,823 --> 00:25:04,035",4.212,The teacher kept giving her a hard time since she'd transferred from Seoul.
"00:25:04,661 --> 00:25:08,498",3.837,"In the end, he totally screwed up her life with two words."
"00:25:09,749 --> 00:25:11,918",2.169,"Eun-woo went to Cheongryang Night School, right?"
"00:25:12,002 --> 00:25:13,545",1.543,-Yes. -She saw her on campus.
"00:25:13,628 --> 00:25:17,632",4.004,"And she thought, ""What's she doing here? Didn't she hate studying?"""
"00:25:17,716 --> 00:25:19,259",1.543,And it turned out
"00:25:19,342 --> 00:25:22,304",2.962,"Gyeong-seon couldn't get a job with ""Poor behavior."""
"00:25:22,387 --> 00:25:24,431",2.044,She needed a college diploma.
"00:25:26,099 --> 00:25:28,518",2.419,She said she went to college thanks to that teacher.
"00:25:31,938 --> 00:25:33,023",1.085,That's crazy.
"00:25:35,025 --> 00:25:36,776",1.751,You can't really see the bruises.
"00:25:36,860 --> 00:25:38,528",1.668,I put on a ton of concealer.
"00:25:39,112 --> 00:25:41,990",2.878,Gyeong-seon's sister's bar is just over there past that alley.
"00:25:42,073 --> 00:25:42,991",0.918,Do you want to go?
"00:25:43,074 --> 00:25:45,910",2.836,"We weren't even that close. I am curious, though."
"00:25:46,745 --> 00:25:47,996",1.251,One beer before we go home?
"00:25:48,079 --> 00:25:53,835",5.756,"If Gyeong-seon hears about what you said back, you're screwed."
"00:25:53,918 --> 00:25:54,961",1.043,She'll pull out your hair.
"00:25:55,712 --> 00:25:57,047",1.335,I doubt he'll tell her.
"00:25:57,130 --> 00:25:58,340",1.210,His kid will.
"00:25:58,923 --> 00:26:01,634",2.711,Don't go. It's better not to get involved with her.
"00:26:04,179 --> 00:26:07,557",3.378,And the treatment wasn't that cheap. You paid as much as you should.
"00:26:12,771 --> 00:26:16,441",3.670,<i>How did the lottery tickets I gave your brother the other day turn out?</i>
"00:26:17,025 --> 00:26:18,026",1.001,<i>What lottery tickets?</i>
"00:26:18,568 --> 00:26:20,820",2.252,"<i>Your brother didn't let me pay for the food,</i>"
"00:26:20,904 --> 00:26:22,530",1.626,<i>so I gave him some lottery tickets.</i>
"00:26:22,614 --> 00:26:24,866",2.252,<i>I got them from someone too.</i>
"00:26:24,949 --> 00:26:26,368",1.419,<i>Did he win any money?</i>
"00:26:26,451 --> 00:26:28,703",2.252,"<i>Hold on, let me ask.</i>"
"00:26:29,537 --> 00:26:31,081",1.544,Why isn't she texting me back?
"00:26:45,637 --> 00:26:47,097",1.460,Gift card number.
"00:26:48,223 --> 00:26:49,349",1.126,Where's the number?
"00:26:49,432 --> 00:26:50,892",1.460,ILHAENG GIFT CERTIFICATE
"00:26:55,146 --> 00:26:56,981",1.835,So that's where you scratch off.
"00:26:57,649 --> 00:26:58,900",1.251,There it is.
"00:27:03,405 --> 00:27:04,989",1.584,"Five, three,"
"00:27:06,157 --> 00:27:07,575",1.418,"two, one, six."
"00:27:09,702 --> 00:27:10,829",1.127,You're so fast.
"00:27:11,579 --> 00:27:13,581",2.002,There. Click there.
"00:27:14,624 --> 00:27:16,459",1.835,Don't act like you know.
"00:27:21,840 --> 00:27:23,550",1.710,Watch and learn.
"00:27:23,633 --> 00:27:27,387",3.754,"Soon, you and I won't even know how to turn on the TV."
"00:27:27,971 --> 00:27:29,180",1.209,I'm home.
"00:27:30,849 --> 00:27:32,559",1.710,You're late. Have you eaten?
"00:27:32,642 --> 00:27:33,810",1.168,Yes. I ate.
"00:27:35,603 --> 00:27:36,521",0.918,What are you doing?
"00:27:37,313 --> 00:27:41,234",3.921,Hold on. I had something to ask you.
"00:27:44,154 --> 00:27:45,071",0.917,What was it?
"00:27:45,738 --> 00:27:47,699",1.961,I forgot. What was it?
"00:27:49,993 --> 00:27:50,994",1.001,Whatever.
"00:27:52,287 --> 00:27:53,371",1.084,Right!
"00:27:53,455 --> 00:27:54,789",1.334,"Hey, Cho Tae-hun!"
"00:28:02,922 --> 00:28:05,425",2.503,<i>Hey. He says none of them were winners.</i>
"00:28:15,018 --> 00:28:17,228",2.210,"<i>Not even one? He didn't even win 5,000 won?</i>"
"00:28:22,358 --> 00:28:23,276",0.918,<i>No.</i>
"00:28:28,364 --> 00:28:30,658",2.294,"""No""? Is that it?"
"00:28:42,796 --> 00:28:46,883",4.087,GONDAL-RO ENTRANCE
"00:29:11,074 --> 00:29:12,200",1.126,Hey.
"00:29:12,283 --> 00:29:13,493",1.210,Did you just get back?
"00:29:13,576 --> 00:29:14,744",1.168,Don't make me talk.
"00:29:15,328 --> 00:29:16,788",1.460,I have to keep my momentum.
"00:29:17,372 --> 00:29:18,915",1.543,"If I stop, I won't make it."
"00:29:19,499 --> 00:29:22,168",2.669,I think I get why old people jaywalk.
"00:29:22,836 --> 00:29:24,295",1.459,"Once you stop, you can't move."
"00:29:25,046 --> 00:29:26,381",1.335,You have to keep going.
"00:29:31,135 --> 00:29:34,097",2.962,"With all the strength you have left after work,"
"00:29:34,180 --> 00:29:37,559",3.379,you always drink and take the last train home!
"00:29:37,642 --> 00:29:39,143",1.501,"I respect you, Gi-jeong!"
"00:29:39,227 --> 00:29:41,563",2.336,You got this! Keep going all the way home!
"00:29:41,646 --> 00:29:42,522",0.876,I got this.
"00:29:43,356 --> 00:29:44,399",1.043,I can do it.
"00:30:06,045 --> 00:30:07,714",1.669,"If I die,"
"00:30:08,673 --> 00:30:12,051",3.378,it will be because of commuting to Seoul for work.
"00:30:13,928 --> 00:30:15,096",1.168,Aren't you going to wash?
"00:30:29,527 --> 00:30:32,989",3.462,I wish there was a machine to wash you.
"00:30:46,961 --> 00:30:50,548",3.587,Are you a man or a woman?
"00:30:59,015 --> 00:31:01,559",2.544,There are only two ways to make money now.
