Timestamp,Duration_Seconds,Dialogue
"00:05:42,307 --> 00:05:43,465",1.158,"All right, cheers."
"00:05:54,589 --> 00:05:55,416",0.827,Where are you?
"00:06:06,996 --> 00:06:08,154",1.158,Hello.
"00:06:08,237 --> 00:06:09,560",1.323,You came pretty early.
"00:06:09,643 --> 00:06:11,669",2.026,It's been ages. Seeing anyone these days?
"00:06:12,248 --> 00:06:14,936",2.688,"Another beer glass and a pair of chopsticks, please."
"00:06:15,019 --> 00:06:15,887",0.868,Sure.
"00:06:19,278 --> 00:06:20,684",1.406,He asked where I lived.
"00:06:21,181 --> 00:06:24,241",3.060,"I said I live in Gyeonggi-do, so it didn't matter where we met in Seoul."
"00:06:24,324 --> 00:06:26,763",2.439,I told him to pick a place that worked best for him.
"00:06:26,847 --> 00:06:28,087",1.240,I did say that.
"00:06:28,169 --> 00:06:33,422",5.253,But shouldn't he at least have asked where in Gyeonggi-do I live in?
"00:06:33,505 --> 00:06:35,076",1.571,"But he went, ""Really?"""
"00:06:35,159 --> 00:06:36,854",1.695,Then he said to meet in Samcheong.
"00:06:36,938 --> 00:06:38,302",1.364,Can you believe that?
"00:06:38,384 --> 00:06:42,190",3.806,"Anyway, so I followed Route 1 all the way up,"
"00:06:42,272 --> 00:06:43,761",1.489,crossing the Han River.
"00:06:43,844 --> 00:06:46,739",2.895,This guy clearly has no idea what Gyeonggi-do even looks like.
"00:06:46,821 --> 00:06:48,682",1.861,"I went all the way up there, but…"
"00:06:48,765 --> 00:06:49,799",1.034,"Jeez, I'm tearing up."
"00:06:49,881 --> 00:06:51,866",1.985,"Hey, where can you buy a gun in Korea?"
"00:06:51,949 --> 00:06:53,562",1.613,A slap in his face won't cut it.
"00:06:53,645 --> 00:06:55,712",2.067,I should just put three bullets in him.
"00:06:58,194 --> 00:07:01,337",3.143,Do you know what it's like for me to go to Seoul on the weekend too?
"00:07:01,419 --> 00:07:03,736",2.317,How could they set me up with someone like that?
"00:07:03,818 --> 00:07:06,051",2.233,"Being divorced, I don't care about."
"00:07:06,134 --> 00:07:07,623",1.489,It's no big deal these days.
"00:07:07,706 --> 00:07:11,262",3.556,I would even be jealous. I might even be okay if he's been married twice.
"00:07:11,345 --> 00:07:14,157",2.812,"But come on, he has a kid!"
"00:07:15,936 --> 00:07:19,078",3.142,Nothing's more precious to you than your own kid.
"00:07:19,161 --> 00:07:22,345",3.184,But that kid means nothing to me since it's not my kid.
"00:07:22,924 --> 00:07:25,033",2.109,We already have such a huge thing dividing us.
"00:07:25,116 --> 00:07:27,639",2.523,"A woman and a man are trying to live together,"
"00:07:27,721 --> 00:07:30,574",2.853,"but if their priorities are different, how could that ever work?"
"00:07:35,372 --> 00:07:36,240",0.868,Hey.
"00:07:36,737 --> 00:07:39,590",2.853,His kid is an eighth-grader. You know what they're like.
"00:07:39,673 --> 00:07:43,850",4.177,You can't tell if they are animals or a malfunctioning cyborg…
"00:07:52,038 --> 00:07:55,511",3.473,A lot of people who already have kids marry each other and live happily.
"00:07:56,380 --> 00:07:58,696",2.316,They recognize the importance of each other's kids
"00:07:59,607 --> 00:08:00,929",1.322,and care for them…
"00:08:23,923 --> 00:08:25,329",1.406,Why should I not say anything?
"00:08:29,588 --> 00:08:30,870",1.282,Did you two fight?
"00:08:35,999 --> 00:08:38,025",2.026,How could you be like this on her birthday?
"00:08:44,021 --> 00:08:45,510",1.489,Did your mom give you anything?
"00:08:50,018 --> 00:08:50,845",0.827,"Come on, eat up."
"00:08:52,210 --> 00:08:55,146",2.936,Look at me. Do I look like I haven't eaten yet?
"00:08:59,571 --> 00:09:00,977",1.406,What did your mom give you?
"00:09:01,763 --> 00:09:03,169",1.406,Didn't she give you anything?
"00:09:03,252 --> 00:09:04,203",0.951,She did.
"00:09:04,285 --> 00:09:06,725",2.440,Then why aren't you telling me what she gave you?
"00:09:08,876 --> 00:09:10,324",1.448,I asked her for money.
"00:09:19,752 --> 00:09:20,580",0.828,Happy birthday.
"00:09:21,158 --> 00:09:23,474",2.316,They're earphones. Expensive ones.
"00:09:25,501 --> 00:09:26,328",0.827,Thank you.
"00:09:27,403 --> 00:09:28,850",1.447,Thanks for being born.
"00:09:30,711 --> 00:09:31,662",0.951,"Thank you, truly."
"00:09:34,599 --> 00:09:36,832",2.233,Who do your Auntie Hui-seon and I have but you?
"00:09:37,411 --> 00:09:40,305",2.894,"When we're old and lonely, I'm glad we'll have someone to call."
"00:09:40,802 --> 00:09:42,208",1.406,"Hey, don't worry."
"00:09:42,704 --> 00:09:46,964",4.260,I won't bother you too much. I'll try to kick the bucket in one go.
"00:09:48,659 --> 00:09:50,520",1.861,-I got it. -I'm just relieved.
"00:09:51,886 --> 00:09:54,490",2.604,I'm glad to have you. You're like insurance.
"00:09:56,104 --> 00:10:00,529",4.425,"When you were born, you were so little. I couldn't believe you were actually real."
"00:10:00,611 --> 00:10:03,836",3.225,When did you get this big? When did you turn into a whole person?
"00:10:05,202 --> 00:10:08,635",3.433,"By the way, do you usually speak this quietly in a barbecue restaurant?"
"00:10:12,108 --> 00:10:15,333",3.225,I've never seen people whispering while drinking at a barbecue place.
"00:10:17,650 --> 00:10:20,048",2.398,"-I feel terrible, I drank too much. -Right."
"00:10:20,131 --> 00:10:21,867",1.736,"Hey, it's late, let's go."
"00:10:21,951 --> 00:10:23,150",1.199,"Yes, it's late."
"00:10:50,982 --> 00:10:51,809",0.827,Go.
"00:10:59,956 --> 00:11:01,113",1.157,I'm sorry.
"00:11:02,850 --> 00:11:04,174",1.324,"Pick it up for her, will you?"
"00:11:04,670 --> 00:11:05,911",1.241,"A beer, please!"
"00:11:07,358 --> 00:11:08,392",1.034,Where is he?
"00:11:14,678 --> 00:11:16,167",1.489,Thank you.
"00:11:16,250 --> 00:11:18,276",2.026,I may have gotten divorced…
"00:11:21,047 --> 00:11:23,032",1.985,but the best decision I ever made
"00:11:23,859 --> 00:11:24,810",0.951,was getting married.
"00:11:27,457 --> 00:11:30,559",3.102,How else would I have met such a precious kid?
"00:11:48,465 --> 00:11:49,582",1.117,How do you know him?
"00:11:51,236 --> 00:11:52,105",0.869,From work.
"00:11:52,187 --> 00:11:54,379",2.192,Then you should've said hi sooner.
"00:11:54,999 --> 00:11:57,563",2.564,I just know his face. We're not on the same team.
"00:12:12,782 --> 00:12:14,312",1.530,Jo Yu-rim!
"00:12:15,139 --> 00:12:17,166",2.027,Did you eat the seaweed soup I made for you this morning?
"00:12:17,248 --> 00:12:20,143",2.895,You call that soup? It was so thick that I couldn't get the ladle in.
"00:12:22,583 --> 00:12:24,237",1.654,What did Auntie Gyeong-seon get you?
"00:12:26,306 --> 00:12:28,745",2.439,That looks expensive.
"00:12:28,828 --> 00:12:30,895",2.067,<i>Happy birthday to you</i>
"00:12:35,610 --> 00:12:37,843",2.233,We're already here. Hurry up.
"00:12:37,926 --> 00:12:40,076",2.150,<i>I'm on my way. I'll be there soon!</i>
"00:12:43,013 --> 00:12:44,750",1.737,I can't believe him.
"00:12:47,728 --> 00:12:49,092",1.364,YEOM GI-JEONG
"00:12:49,671 --> 00:12:52,814",3.143,So you were messaging me and that guy at the same time?
"00:12:52,897 --> 00:12:54,386",1.489,"At one in the morning, at that!"
"00:12:54,468 --> 00:12:57,901",3.433,You don't do that? Everyone texts more than two people all the time.
"00:12:57,983 --> 00:13:00,589",2.606,Not when I'm texting my lover at one in the morning.
"00:13:00,671 --> 00:13:03,897",3.226,"I don't text my lover ""I miss you too"" when it's meant for someone else"
"00:13:03,980 --> 00:13:05,262",1.282,and then delete it.
"00:13:05,344 --> 00:13:10,183",4.839,I don't send a bunch of heart emojis and LOLs to others while texting my lover.
"00:13:10,762 --> 00:13:13,450",2.688,Did I meet him in person and flirt or something?
"00:13:13,533 --> 00:13:16,138",2.605,You know you have to be more friendly in messages.
"00:13:16,221 --> 00:13:19,653",3.432,You can't tell if words are being said with a smile or a serious look.
"00:13:19,736 --> 00:13:22,755",3.019,That's why I stick a LOL at the end of everything.
"00:13:22,838 --> 00:13:23,913",1.075,Don't you do that?
"00:13:24,699 --> 00:13:27,883",3.184,"Is that why you told him you missed him, then?"
"00:13:27,966 --> 00:13:29,330",1.364,To be friendly?
"00:13:29,414 --> 00:13:31,109",1.695,What's wrong with saying I miss him?
"00:13:31,191 --> 00:13:35,244",4.053,I miss BTS. I miss my grandma. I miss my uncle.
"00:13:35,327 --> 00:13:36,609",1.282,I miss a lot of people.
"00:13:36,692 --> 00:13:40,206",3.514,Don't you miss anyone? Don't you ever tell people you miss them?
"00:13:40,290 --> 00:13:42,564",2.274,"Don't you know ""I miss you"" means ""I love you""?"
"00:13:43,599 --> 00:13:45,087",1.488,Only to you.
"00:13:45,169 --> 00:13:46,617",1.448,It only means that to you!
"00:13:46,700 --> 00:13:48,230",1.530,Try asking people!
"00:13:48,312 --> 00:13:50,835",2.523,If a man and a woman say they miss each other at night
"00:13:50,918 --> 00:13:52,324",1.406,means anything or not.
"00:13:52,861 --> 00:13:54,391",1.530,"I told you to wait, please!"
"00:13:54,475 --> 00:13:55,963",1.488,"Sure, fine, let's ask."
"00:13:56,046 --> 00:13:57,039",0.993,Who should we ask?
"00:13:57,121 --> 00:13:58,858",1.737,"-Go on, ask someone! -Seriously."
"00:14:00,346 --> 00:14:03,407",3.061,"You're worried about the cab fare even in this situation, aren't you?"
"00:14:03,490 --> 00:14:06,427",2.937,You asked to meet here because of that too.
"00:14:06,509 --> 00:14:08,700",2.191,-Yes. -Do you want to end things like that?
"00:14:08,783 --> 00:14:10,272",1.489,"Yes, absolutely."
"00:14:10,355 --> 00:14:12,670",2.315,What's wrong with meeting in the middle for once?
"00:14:12,754 --> 00:14:16,268",3.514,I went to your neighborhood to see you every time.
"00:14:16,352 --> 00:14:18,171",1.819,Do you know how far it is from my home?
"00:14:18,254 --> 00:14:21,438",3.184,I had to spend another hour and a half just to get home.
"00:14:21,521 --> 00:14:24,416",2.895,That's your problem. Who told you to live so far away?
"00:14:29,543 --> 00:14:31,735",2.192,Then does he live in Seoul?
"00:14:34,547 --> 00:14:35,913",1.366,Let me ask you one thing.
"00:14:37,525 --> 00:14:40,007",2.482,Does he even know that you have a lover?
"00:14:42,364 --> 00:14:45,135",2.771,-He knows I have a boyfriend. -Is a boyfriend not a lover?
"00:14:46,499 --> 00:14:51,131",4.632,"Who uses the word ""lover"" these days? It's so lame."
"00:14:51,214 --> 00:14:53,736",2.522,Even people born in the 70s don't say that.
"00:14:53,819 --> 00:14:56,011",2.192,Ask around if people still use that word.
"00:14:56,756 --> 00:14:57,789",1.033,You know what?
"00:14:58,823 --> 00:15:00,766",1.943,You are unbearably old-fashioned. Really.
"00:15:02,669 --> 00:15:04,157",1.488,Disgustingly old-fashioned!
"00:17:07,562 --> 00:17:08,844",1.282,We're home.
"00:17:08,926 --> 00:17:09,794",0.868,We're home.
"00:17:31,051 --> 00:17:32,003",0.952,Keep it down!
"00:17:50,819 --> 00:17:51,646",0.827,Hey.
"00:17:52,183 --> 00:17:54,334",2.151,"That guy was telling us off earlier, wasn't he?"
"00:17:55,740 --> 00:17:57,395",1.655,It was our mistake.
"00:17:58,677 --> 00:17:59,917",1.240,How were we to know?
"00:18:05,169 --> 00:18:07,526",2.357,Apologize and give him a gift certificate for me.
"00:18:07,610 --> 00:18:09,346",1.736,I'll give it to you later.
"00:18:12,737 --> 00:18:13,895",1.158,That's too much.
"00:20:15,929 --> 00:20:17,872",1.943,-Where are you going? -To get my hair done.
"00:20:17,954 --> 00:20:20,767",2.813,You say you're tired every morning but you're going out again?
"00:20:20,850 --> 00:20:23,579",2.729,-You should rest on the weekend. -As if anyone would let me.
"00:20:25,936 --> 00:20:28,252",2.316,I'll die if I work in the field on a day like today.
"00:20:32,802 --> 00:20:34,745",1.943,Go and pretend you're helping at least.
"00:20:35,531 --> 00:20:38,219",2.688,Don't just sit around all day until your dad tears into you.
"00:20:39,873 --> 00:20:42,520",2.647,Don't you feel bad that your old man has been out
"00:20:42,603 --> 00:20:44,670",2.067,working under the sun all day?
"00:20:47,442 --> 00:20:49,054",1.612,I was going to go help him.
"00:23:10,116 --> 00:23:12,184",2.068,"Hey, Dad."
"00:23:18,304 --> 00:23:19,793",1.489,I have something to tell you.
"00:23:21,365 --> 00:23:23,226",1.861,Just eat your food quietly.
"00:23:36,046 --> 00:23:36,997",0.951,I mean…
"00:23:38,527 --> 00:23:40,305",1.778,I'm not asking for help or anything.
"00:23:40,388 --> 00:23:43,490",3.102,"I just want your permission. An ""okay"" or something like that."
"00:23:47,005 --> 00:23:47,915",0.910,I'm…
"00:23:49,238 --> 00:23:50,851",1.613,thinking of buying a car.
"00:23:59,329 --> 00:24:01,603",2.274,It's an electric car.
"00:24:01,687 --> 00:24:05,573",3.886,"Electric cars don't cost that much. It's only 7,000 won to fully charge it."
"00:24:05,657 --> 00:24:07,600",1.943,"They say 50,000 won is enough per month."
"00:24:07,682 --> 00:24:09,088",1.406,"If it's 50,000 won a month,"
"00:24:09,172 --> 00:24:11,694",2.522,that's a lot cheaper than taking the bus or the train.
"00:24:11,776 --> 00:24:14,134",2.358,And second-hand cars don't even cost that much.
"00:24:15,954 --> 00:24:18,145",2.191,Don't you remember the last time you bought a car
"00:24:18,228 --> 00:24:19,634",1.406,and put yourself through hell?
"00:24:20,213 --> 00:24:21,495",1.282,"Back then, I--"
"00:24:21,578 --> 00:24:24,555",2.977,"You couldn't even afford it, but you bought it on an installment plan."
"00:24:24,638 --> 00:24:26,747",2.109,So I had no choice but to help you.
"00:24:26,830 --> 00:24:28,070",1.240,But you're at it again?
"00:24:28,153 --> 00:24:31,173",3.020,What I'm saying is I didn't know any better then.
"00:24:31,255 --> 00:24:32,661",1.406,I do now.
"00:24:32,743 --> 00:24:36,135",3.392,"My expenses, budget, my spending habits… I know all that stuff now."
"00:24:36,218 --> 00:24:39,071",2.853,So I'm planning to get a small electric car.
"00:24:40,229 --> 00:24:42,628",2.399,Don't just say no without considering it.
"00:24:42,710 --> 00:24:43,868",1.158,Just hear me out.
"00:24:44,489 --> 00:24:47,011",2.522,"It's a car, it's not like it's some luxury item."
"00:24:47,094 --> 00:24:50,155",3.061,And I'm not buying it so I can show off to anyone.
"00:24:50,237 --> 00:24:52,883",2.646,"I mean, how can I? They don't even go fast."
"00:24:53,959 --> 00:24:54,868",0.909,Look.
"00:24:54,952 --> 00:24:59,087",4.135,"If Mi-jeong, Gi-jeong, and I stay out late and take a taxi home, that's 30,000 won."
"00:24:59,170 --> 00:25:01,072",1.902,"With an electric car, it'll cost 3,000 won,"
"00:25:01,155 --> 00:25:02,850",1.695,"but we're paying 30,000 won for it."
"00:25:07,234 --> 00:25:09,012",1.778,"Dad, come on, I mean…"
"00:25:09,095 --> 00:25:11,328",2.233,I'm not being unreasonable here.
"00:25:11,411 --> 00:25:12,941",1.530,"If you think about it, I'm right."
"00:25:13,023 --> 00:25:14,802",1.779,An electric car is cheaper.
"00:25:14,884 --> 00:25:17,490",2.606,"Don't just say no because it's a car, please."
"00:25:18,524 --> 00:25:19,392",0.868,How much is it?
"00:25:21,171 --> 00:25:23,238",2.067,"Like I said, it's a cheap one."
"00:25:24,603 --> 00:25:25,678",1.075,In installments again?
"00:25:43,585 --> 00:25:44,494",0.909,Dad.
"00:25:45,984 --> 00:25:46,976",0.992,I…
"00:25:48,506 --> 00:25:49,830",1.324,don't have a car
"00:25:50,822 --> 00:25:52,021",1.199,and I live in Gyeonggi-do.
"00:25:55,288 --> 00:25:58,349",3.061,How am I supposed to get married let alone date anyone?
"00:25:58,887 --> 00:26:02,815",3.928,"All of the magic happens inside a car, but I don't have one, Dad!"
"00:26:02,898 --> 00:26:04,387",1.489,Where can I kiss a girl?
"00:26:15,222 --> 00:26:17,041",1.819,Why are you being like this again?
"00:26:17,951 --> 00:26:19,192",1.241,Seriously…
"00:26:20,474 --> 00:26:22,873",2.399,"I don't want to keep any secrets from you, Dad."
"00:26:23,782 --> 00:26:26,470",2.688,I really don't want to hide anything at all from you.
"00:26:27,091 --> 00:26:30,151",3.060,"Honestly, I could buy a car secretly, hide it anywhere I wanted"
"00:26:30,234 --> 00:26:31,888",1.654,and act like I never bought one.
"00:26:31,971 --> 00:26:34,162",2.191,"But I don't want to do that, okay?"
"00:26:34,246 --> 00:26:36,726",2.480,I don't want to hide anything at all from you.
"00:26:36,809 --> 00:26:38,256",1.447,I never have.
"00:26:39,704 --> 00:26:40,696",0.992,I wish you would.
"00:26:41,896 --> 00:26:44,749",2.853,Please hide it from me.
"00:26:48,471 --> 00:26:49,671",1.200,Come on.
"00:27:10,762 --> 00:27:12,292",1.530,"That punk, I ought to…"
"00:27:12,375 --> 00:27:15,021",2.646,I told him to keep his mouth shut at the dinner table.
"00:27:15,104 --> 00:27:16,014",0.910,Goodness.
"00:27:19,323 --> 00:27:21,762",2.439,"Tell him your dad will start at seven tomorrow,"
"00:27:22,341 --> 00:27:23,954",1.613,but he can come by nine.
"00:27:24,036 --> 00:27:25,897",1.861,Don't just tell him to come by nine.
"00:27:25,981 --> 00:27:28,875",2.894,Then he'll know what you mean and come early.
"00:27:30,488 --> 00:27:34,086",3.598,Why do we have to walk on eggshells around someone we hired.
"00:27:38,718 --> 00:27:40,206",1.488,"That brat, one of these days…"
"00:27:44,755 --> 00:27:47,237",2.482,I ought to just…
"00:28:10,395 --> 00:28:12,464",2.069,They said you can come by nine tomorrow.
"00:28:47,244 --> 00:28:49,063",1.819,{\an8}I'm going to sue that salon.
"00:28:58,451 --> 00:29:04,778",6.327,{\an8}<i>On the street that the nun walks across</i>
"00:29:05,770 --> 00:29:12,552",6.782,{\an8}<i>My old friend pretends He doesn't even know me</i>
"00:29:12,636 --> 00:29:14,827",2.191,{\an8}-<i>Like how they sell cigarettes</i> -Don't wash your hair.
"00:29:14,909 --> 00:29:16,191",1.282,{\an8}Your curls will come undone.
"00:29:16,275 --> 00:29:20,038",3.763,{\an8}-That's why I'm washing it. -<i>At a local pharmacy</i>
"00:29:20,121 --> 00:29:23,512",3.391,{\an8}<i>-The world carries on peacefully</i> -What a waste of money.
"00:29:23,594 --> 00:29:26,489",2.895,{\an8}<i>It goes its own way</i>
"00:29:27,399 --> 00:29:30,542",3.143,{\an8}-<i>Bustling down the street</i> -<i>I'm currently working two jobs.</i>
"00:29:31,121 --> 00:29:33,354",2.233,{\an8}I'm a soccer coach at an elementary school
"00:29:33,437 --> 00:29:35,091",1.654,{\an8}and I also run a coffee shop.
"00:29:37,324 --> 00:29:40,301",2.977,"{\an8}If I'm being honest, it's just one job. The cafe went bankrupt."
"00:29:40,385 --> 00:29:43,445",3.060,{\an8}<i>On that roadside</i>
"00:29:43,528 --> 00:29:45,471",1.943,{\an8}-<i>Where time breathes -Actually…</i>
"00:29:45,554 --> 00:29:47,415",1.861,{\an8}what I love most is singing.
"00:29:47,498 --> 00:29:50,640",3.142,{\an8}To be able to support myself with my singing is my dream.
"00:29:51,633 --> 00:29:55,065",3.432,{\an8}<i>Without anybody knowing</i>
"00:29:55,686 --> 00:29:59,325",3.639,{\an8}<i>I walked around crying</i>
"00:29:59,408 --> 00:30:01,310",1.902,{\an8}I like this kind of song.
"00:30:01,393 --> 00:30:03,792",2.399,{\an8}I can do louder music too.
"00:30:04,577 --> 00:30:10,905",6.328,{\an8}<i>Looking down the street From the second floor</i>
"00:30:12,393 --> 00:30:18,142",5.749,"<i>It was a peaceful street, yeah</i>"
"00:30:18,225 --> 00:30:20,292",2.067,"If you're done, bring the dishes."
"00:30:20,954 --> 00:30:23,146",2.192,<i>-Looking down the street -Looking down the street</i>
"00:30:23,229 --> 00:30:27,075",3.846,<i>-From the second floor -From the second floor</i>
"00:30:28,770 --> 00:30:32,368",3.598,<i>-There was nothing but a thick fog -There was nothing but a thick fog</i>
"00:30:32,451 --> 00:30:33,319",0.868,Damn it!
"00:30:33,402 --> 00:30:36,008",2.606,"This song's so old. This is why you were rejected, dumbass."
"00:30:36,090 --> 00:30:37,000",0.910,Jeez.
"00:30:42,459 --> 00:30:43,617",1.158,Have you ever felt
"00:30:44,196 --> 00:30:46,594",2.398,an unbearable kind of humiliation?
"00:30:49,034 --> 00:30:51,722",2.688,"As soon as we said goodbye after the blind date,"
"00:30:51,805 --> 00:30:53,376",1.571,she started sending a bunch of texts.
"00:30:54,576 --> 00:30:55,733",1.157,She said
"00:30:56,851 --> 00:30:58,132",1.281,I was an abandoned dog.
