Timestamp,Duration_Seconds,Dialogue
"00:09:24,247 --> 00:09:26,108",1.861,I haven't seen such a spirit in a while.
"00:09:27,844 --> 00:09:30,284",2.440,"To be honest, I feel okay"
"00:09:30,947 --> 00:09:33,221",2.274,"because of his attitude, you know?"
"00:09:33,303 --> 00:09:37,481",4.178,"You know, you told me I'm the type who cares about a guy's attitude."
"00:09:37,563 --> 00:09:39,300",1.737,So the reason it turned out that way--
"00:09:39,879 --> 00:09:41,699",1.820,Thanks for the food.
"00:09:41,781 --> 00:09:44,014",2.233,-Thank you. -Don't mention it.
"00:09:44,097 --> 00:09:45,421",1.324,Coffee's on me.
"00:09:47,654 --> 00:09:50,714",3.060,I turned my phone off that day because I was so embarrassed.
"00:09:50,797 --> 00:09:52,699",1.902,Why? In case he called you?
"00:09:52,782 --> 00:09:55,263",2.481,{\an8}No. In case he didn't.
"00:09:57,166 --> 00:09:58,985",1.819,{\an8}I thought it would be better not to know
"00:09:59,067 --> 00:10:02,418",3.351,{\an8}whether he called me or not than to know that he didn't.
"00:10:03,037 --> 00:10:03,864",0.827,{\an8}But then…
"00:10:05,106 --> 00:10:07,173",2.067,"{\an8}""Right, I'm injured!"""
"00:10:08,331 --> 00:10:10,647",2.316,"{\an8}<i>""It's only right that he should ask if I'm okay.""</i>"
"00:10:10,730 --> 00:10:12,177",1.447,"{\an8}<i>""I'm even his sister's friend.""</i>"
"00:10:12,260 --> 00:10:14,452",2.192,"{\an8}<i>""Of course, he should ask if I'm all right.""</i>"
"00:10:14,534 --> 00:10:16,024",1.490,"{\an8}<i>So, I turned it back on.</i>"
"00:10:17,967 --> 00:10:19,415",1.448,{\an8}<i>Are you okay?</i>
"00:10:22,516 --> 00:10:24,088",1.572,{\an8}<i>Have you seen a doctor?</i>
"00:10:24,170 --> 00:10:25,080",0.910,{\an8}CHO TAE-HUN
"00:10:26,445 --> 00:10:28,223",1.778,{\an8}<i>You must have turned your phone off.</i>
"00:10:30,208 --> 00:10:33,144",2.936,{\an8}<i>Please send me a message. I'm worried.</i>
"00:10:36,535 --> 00:10:40,134",3.599,"{\an8}<i>Even when I was talking to people at church today,</i>"
"00:10:40,629 --> 00:10:42,822",2.193,{\an8}<i>my heart was heavy all day long.</i>
"00:10:45,510 --> 00:10:46,874",1.364,{\an8}Did you order my <i>jjamppong</i>?
"00:10:46,956 --> 00:10:48,156",1.200,{\an8}I did.
"00:10:50,099 --> 00:10:51,961",1.862,{\an8}<i>I've looked back on it.</i>
"00:10:52,664 --> 00:10:54,401",1.737,{\an8}<i>I realized</i>
"00:10:54,483 --> 00:10:56,799",2.316,{\an8}<i>I always had fun when you were around.</i>
"00:10:58,205 --> 00:11:00,811",2.606,{\an8}<i>You were always smiling.</i>
"00:11:02,423 --> 00:11:05,360",2.937,{\an8}<i>I felt very supported when you asked me for the list of friends</i>
"00:11:05,939 --> 00:11:07,221",1.282,{\an8}<i>who put me in that fight.</i>
"00:11:08,544 --> 00:11:09,620",1.076,{\an8}<i>Yes.</i>
"00:11:09,702 --> 00:11:12,514",2.812,{\an8}<i>It's fair to believe that I led you on.</i>
"00:11:13,051 --> 00:11:14,003",0.952,{\an8}<i>I'm sorry.</i>
"00:11:15,285 --> 00:11:18,139",2.854,{\an8}<i>I hope our relationship doesn't end here.</i>
"00:11:20,496 --> 00:11:23,308",2.812,"<i>I'd like to treat you to a meal, as I promised.</i>"
"00:11:24,714 --> 00:11:26,409",1.695,"<i>Whenever, wherever.</i>"
"00:11:27,072 --> 00:11:28,394",1.322,"<i>As soon as you can,</i>"
"00:11:28,478 --> 00:11:30,256",1.778,<i>I'll be waiting to hear from you.</i>
"00:11:32,696 --> 00:11:34,267",1.571,CHO TAE-HUN
"00:11:36,666 --> 00:11:37,989",1.323,He's sincere.
"00:11:38,072 --> 00:11:39,809",1.737,"Yes, exactly."
"00:11:40,346 --> 00:11:42,373",2.027,"Honestly, I was terrified."
"00:11:42,455 --> 00:11:45,061",2.606,"I was terrified that he'd think, ""This girl's nuts."""
"00:11:45,143 --> 00:11:47,376",2.233,"""How dare she ask me out,"" and ignore me."
"00:11:48,493 --> 00:11:51,885",3.392,But he… The way he put how he felt into words…
"00:11:52,670 --> 00:11:55,689",3.019,It's my first time feeling this grateful after getting rejected.
"00:11:55,772 --> 00:11:57,467",1.695,I read it over and over.
"00:11:57,550 --> 00:12:00,238",2.688,"-I've even memorized it. -He said he went to church, right?"
"00:12:01,479 --> 00:12:03,050",1.571,"Yes, church."
"00:12:08,385 --> 00:12:12,025",3.640,"To tell you the truth, I did a lot of self-reflection."
"00:12:12,107 --> 00:12:15,085",2.978,To all the guys who asked me out that I got so angry at…
"00:12:16,201 --> 00:12:18,807",2.606,There have been guys. Please don't think there weren't any.
"00:12:18,889 --> 00:12:21,453",2.564,"There's your world, and there's my world."
"00:12:21,536 --> 00:12:24,513",2.977,"But in both worlds, men and women are exactly the same."
"00:12:24,596 --> 00:12:27,077",2.481,"Asking out, getting rejected, crying, and laughing…"
"00:12:28,525 --> 00:12:29,849",1.324,"Well, anyway,"
"00:12:29,931 --> 00:12:33,074",3.143,I repented my arrogance
"00:12:33,156 --> 00:12:35,638",2.482,and decided to take a leap of faith…
"00:12:37,665 --> 00:12:39,029",1.364,and I think I did well.
"00:12:39,774 --> 00:12:42,048",2.274,"Even if you get rejected, you can learn something"
"00:12:42,131 --> 00:12:43,454",1.323,if it's by a gentleman.
"00:12:44,033 --> 00:12:45,067",1.034,I think
"00:12:46,349 --> 00:12:50,360",4.011,I saw how dignified a person can be.
"00:12:55,075 --> 00:12:56,729",1.654,But that doesn't mean
"00:12:56,812 --> 00:12:59,996",3.184,I'm holding out hope or anything.
"00:13:01,030 --> 00:13:02,560",1.530,"I'm not, really."
"00:13:04,214 --> 00:13:05,166",0.952,"It's just,"
"00:13:06,572 --> 00:13:08,887",2.315,"I learned something about dealing with people,"
"00:13:09,673 --> 00:13:12,693",3.020,so I think I'll be able to love someone this winter.
"00:13:16,290 --> 00:13:17,158",0.868,I think you will.
"00:13:20,963 --> 00:13:21,790",0.827,Really.
"00:13:27,084 --> 00:13:28,160",1.076,GOURMET PORK CUTLET DOUBLE CRISPY
"00:13:28,242 --> 00:13:31,095",2.853,"From Friday onwards, A-reum's dad owns Branch 2 in Baehyeon."
"00:13:31,922 --> 00:13:34,321",2.399,Will he be better or worse than his daughter?
"00:13:34,900 --> 00:13:38,001",3.101,Don't bother hoping. Have you still not given up?
"00:13:40,649 --> 00:13:42,798",2.149,"If you think about it, it's simple."
"00:13:42,882 --> 00:13:45,900",3.018,It's her dad's store. She'll visit often to make more money.
"00:13:45,983 --> 00:13:48,216",2.233,"""Let's sell this and that. Don't do that."""
"00:13:48,300 --> 00:13:50,739",2.439,She'll be doing everything. Just forget it.
"00:13:50,822 --> 00:13:53,716",2.894,You just need to focus on your own performance.
"00:13:53,800 --> 00:13:57,149",3.349,"I thought I would be grateful if only A-reum would disappear,"
"00:13:57,232 --> 00:14:00,126",2.894,but I even have to deal with her father now.
"00:14:02,443 --> 00:14:04,014",1.571,I had a dream a few nights ago.
"00:14:04,883 --> 00:14:06,578",1.695,"I had leeches on the back of my hand,"
"00:14:06,661 --> 00:14:09,762",3.101,and more appeared until my whole hand was covered in them.
"00:14:09,845 --> 00:14:11,334",1.489,"So I said,"
"00:14:11,995 --> 00:14:15,180",3.185,"""I have no blood, I'm a block of wood,"""
"00:14:15,262 --> 00:14:17,537",2.275,"and all of them just fell off, totally powerless."
"00:14:19,108 --> 00:14:20,308",1.200,What a weird dream.
"00:14:22,417 --> 00:14:23,451",1.034,Don't you guys dream?
"00:14:23,534 --> 00:14:25,477",1.943,I have at least three dreams a night.
"00:14:25,560 --> 00:14:27,049",1.489,-Hey. -What?
"00:14:27,132 --> 00:14:29,075",1.943,So this is where you guys were.
"00:14:30,316 --> 00:14:31,929",1.613,Have you been waiting long?
"00:14:32,756 --> 00:14:33,624",0.868,Not at all.
"00:14:35,402 --> 00:14:36,684",1.282,Table for two?
"00:14:39,456 --> 00:14:40,324",0.868,Can we go first?
"00:14:42,102 --> 00:14:43,550",1.448,"Sure, go ahead."
"00:14:43,632 --> 00:14:45,866",2.234,All right. Thank you.
"00:14:54,922 --> 00:14:56,081",1.159,"""I am"
"00:14:56,948 --> 00:14:58,396",1.448,"a block of wood."""
"00:15:04,517 --> 00:15:06,460",1.943,-You guys wait here. -Sure.
"00:15:16,799 --> 00:15:17,709",0.910,Seriously.
"00:15:17,791 --> 00:15:20,066",2.275,Why are the tables at that restaurant all so small?
"00:15:20,149 --> 00:15:22,258",2.109,"Once you put your phone and wallet on it,"
"00:15:22,340 --> 00:15:24,077",1.737,there's no space left to put your cup.
"00:15:24,160 --> 00:15:27,386",3.226,"And you have to eat so carefully, like this."
"00:15:27,469 --> 00:15:29,206",1.737,Why do we have to eat like that?
"00:15:32,266 --> 00:15:33,631",1.365,"What did you have, Chang-hee?"
"00:15:37,767 --> 00:15:39,544",1.777,I asked what you ate.
"00:15:39,627 --> 00:15:40,537",0.910,Kimchi stew.
"00:15:41,240 --> 00:15:43,349",2.109,-At Mr. Park's place? -Yes.
"00:15:43,432 --> 00:15:47,237",3.805,You should have told me if you were going to eat kimchi stew there!
"00:15:47,816 --> 00:15:49,717",1.901,"I'd have gone there, too."
"00:15:50,876 --> 00:15:53,357",2.481,It seems the queue there wasn't too long today.
"00:15:53,440 --> 00:15:54,928",1.488,Seeing as you came back early.
"00:15:58,526 --> 00:15:59,932",1.406,What will you have tomorrow?
"00:16:00,016 --> 00:16:02,372",2.356,I don't know what I'll want to eat tomorrow.
"00:16:02,455 --> 00:16:05,681",3.226,How about you eat the kimchi stew there again tomorrow?
"00:16:11,429 --> 00:16:13,290",1.861,-Do you like me? -What?
"00:16:14,531 --> 00:16:16,392",1.861,Why do you follow me around?
"00:16:16,971 --> 00:16:18,294",1.323,What?
"00:16:18,377 --> 00:16:20,279",1.902,When did I follow you around?
"00:16:20,362 --> 00:16:22,057",1.695,Are you a narcissist?
"00:16:22,141 --> 00:16:24,001",1.860,That's ridiculous.
"00:16:24,084 --> 00:16:25,532",1.448,It's ridiculous for me too.
"00:16:27,227 --> 00:16:30,370",3.143,I'm not even your boyfriend. Why do I have to queue for you?
"00:16:31,735 --> 00:16:33,761",2.026,When did I ask you to queue for me?
"00:16:33,844 --> 00:16:36,739",2.895,I was just asking. I can't even do that?
"00:16:36,821 --> 00:16:39,716",2.895,Asking me if I could have kimchi stew again tomorrow
"00:16:39,799 --> 00:16:42,611",2.812,sounds like you're asking me if I could queue for you.
"00:16:43,397 --> 00:16:46,333",2.936,"For office workers, a nice lunch is the only thing we can enjoy."
"00:16:46,415 --> 00:16:48,318",1.903,Why do I have to give that up just for you?
"00:16:48,400 --> 00:16:49,724",1.324,Are we that close?
"00:16:53,901 --> 00:16:56,051",2.150,"Why don't you queue for me tomorrow, then?"
"00:16:56,630 --> 00:16:59,236",2.606,I think I'll want to have Pyongyang <i>naengmyeon</i> tomorrow.
"00:16:59,318 --> 00:17:01,676",2.358,Will you queue at Yaksan Naengmyeon for me?
"00:17:03,454 --> 00:17:04,984",1.530,Why do you ask people
"00:17:05,067 --> 00:17:07,672",2.605,for something you're not willing to do for them?
"00:17:18,218 --> 00:17:19,665",1.447,What's your problem?
"00:17:19,748 --> 00:17:21,113",1.365,"I mean,"
"00:17:21,898 --> 00:17:25,331",3.433,"if you want to eat kimchi stew, is asking that we go together"
"00:17:25,413 --> 00:17:27,109",1.696,something to get this angry about?
"00:17:27,977 --> 00:17:31,120",3.143,"I said, I don't know what I'll want to have tomorrow."
"00:17:50,433 --> 00:17:52,874",2.441,"Hey, stop! Pull over."
"00:17:54,238 --> 00:17:55,396",1.158,Damn it.
"00:18:28,273 --> 00:18:29,266",0.993,Damn it.
"00:18:40,349 --> 00:18:41,218",0.869,What's wrong?
"00:18:41,797 --> 00:18:43,203",1.406,It seems there was an accident.
"00:19:36,923 --> 00:19:37,998",1.075,It's really you.
"00:19:44,408 --> 00:19:46,062",1.654,What are you doing here?
"00:20:14,355 --> 00:20:17,001",2.646,Golf went strangely well for me today.
"00:20:17,828 --> 00:20:20,392",2.564,"So I thought, ""This must be my lucky day."""
"00:20:21,384 --> 00:20:23,329",1.945,And it turns out it is!
"00:20:25,024 --> 00:20:28,291",3.267,"You, Gu Ja-gyeong, hid so well that no one knew if you were alive,"
"00:20:28,870 --> 00:20:30,483",1.613,yet I bumped into you on the road.
"00:20:34,660 --> 00:20:38,175",3.515,What are you doing here? Are you putting on a show? Acting like you're broken?
"00:20:40,118 --> 00:20:41,194",1.076,A show?
"00:20:47,893 --> 00:20:49,796",1.903,Why do I have to act like I'm broken?
"00:20:55,254 --> 00:20:58,563",3.309,"Hey, what kind of guy calls someone and asks if they're driving"
"00:20:58,645 --> 00:20:59,969",1.324,when his girlfriend died?
"00:21:00,052 --> 00:21:01,293",1.241,Asking to stop the car.
"00:21:01,788 --> 00:21:03,030",1.242,Who does that?
"00:21:03,733 --> 00:21:06,172",2.439,I thought you were talking about my wife.
"00:21:07,330 --> 00:21:08,488",1.158,But it was your girl.
"00:21:18,082 --> 00:21:20,854",2.772,You must have been acting.
"00:21:21,639 --> 00:21:24,037",2.398,"You wanted her dead, didn't you?"
"00:21:51,415 --> 00:21:55,054",3.639,<i>I heard you cried so hard when your dog died.</i>
"00:21:55,137 --> 00:21:58,611",3.474,<i>That you went around with your eyes all red.</i>
"00:22:00,099 --> 00:22:03,449",3.350,"But a person died. Your girl, at that."
"00:22:11,596 --> 00:22:13,333",1.737,How did you not cry at all?
"00:22:13,912 --> 00:22:16,021",2.109,How could a human be like that?
"00:22:19,123 --> 00:22:21,521",2.398,"You have no idea how frustrating she could be, do you?"
"00:22:22,969 --> 00:22:24,871",1.902,Of course not. She's your little sister.
"00:22:52,661 --> 00:22:54,316",1.655,"What a relief, right?"
"00:22:54,399 --> 00:22:57,542",3.143,It would've been bad if you guys got into a big accident.
"00:23:04,076 --> 00:23:05,771",1.695,Change the rope tomorrow.
"00:23:07,177 --> 00:23:09,494",2.317,What would you have done if you weren't with Mr. Gu?
"00:24:21,575 --> 00:24:22,444",0.869,Sometimes…
"00:24:23,808 --> 00:24:24,925",1.117,he buys this one.
"00:24:37,042 --> 00:24:38,779",1.737,How old is he?
"00:24:41,302 --> 00:24:42,749",1.447,Where's he from?
"00:24:53,253 --> 00:24:56,851",3.598,"She wouldn't stop asking, so I just made things up."
"00:24:57,471 --> 00:24:58,712",1.241,"""He's 38."""
"00:24:59,456 --> 00:25:00,615",1.159,"""He's from Seoul."""
"00:25:01,773 --> 00:25:03,634",1.861,"In case she asked your name,"
"00:25:04,461 --> 00:25:08,720",4.259,"""Gu Ja-cheol, Gu Ja-seung, Gu Ja-gyeong."""
"00:25:10,002 --> 00:25:12,442",2.440,"I tried to come up with names that start with ""Ja,"""
"00:25:12,525 --> 00:25:13,931",1.406,but she didn't ask in the end.
"00:25:19,804 --> 00:25:20,920",1.116,"Did I get ""Ja"" right?"
"00:25:22,078 --> 00:25:25,180",3.102,"It must be either ""Bon"" or ""Ja,"" right?"
"00:25:37,959 --> 00:25:39,075",1.116,Are you tired?
"00:25:43,335 --> 00:25:44,947",1.612,I walked 10km.
"00:25:48,297 --> 00:25:49,124",0.827,Why?
"00:25:59,050 --> 00:26:00,497",1.447,I didn't have my wallet on me.
"00:26:08,933 --> 00:26:09,843",0.910,"Rest up, then."
"00:26:30,479 --> 00:26:31,472",0.993,I'm home.
"00:26:32,216 --> 00:26:33,540",1.324,Okay. Have you had dinner?
"00:26:33,622 --> 00:26:35,070",1.448,I ate.
"00:26:35,152 --> 00:26:36,682",1.530,Why are you coming from Gu's house?
"00:26:43,547 --> 00:26:45,491",1.944,Did he ask you to buy some liquor for him?
"00:26:48,924 --> 00:26:51,653",2.729,We just talked.
"00:26:52,315 --> 00:26:53,473",1.158,About what?
"00:27:02,819 --> 00:27:04,349",1.530,Why can't you tell me?
"00:27:09,146 --> 00:27:10,263",1.117,We're dating.
"00:27:25,399 --> 00:27:26,805",1.406,"Oh, my God."
"00:27:39,046 --> 00:27:42,148",3.102,ALCOHOL STATION GWANGHWAMUN 1ST ST.
"00:27:45,415 --> 00:27:48,557",3.142,There are so many things about her that bother me.
"00:27:49,178 --> 00:27:51,700",2.522,Why did I have to blow up over food? That's so lame.
"00:27:52,527 --> 00:27:55,960",3.433,Why is 80% of what you say when we drink about Jeong A-reum?
"00:27:56,663 --> 00:27:58,276",1.613,It's not like you love her.
"00:27:59,061 --> 00:28:00,964",1.903,"I want to stop talking about her, too."
"00:28:01,709 --> 00:28:03,570",1.861,But I have to stop seeing her to do that.
"00:28:05,927 --> 00:28:07,085",1.158,Don't worry.
"00:28:07,167 --> 00:28:09,112",1.945,You won't once you become a manager.
"00:28:09,979 --> 00:28:11,551",1.572,It's only a few days away.
"00:28:12,709 --> 00:28:14,404",1.695,You never know if I will.
"00:28:15,894 --> 00:28:17,919",2.025,At least one of you should get promoted.
"00:28:18,540 --> 00:28:21,310",2.770,Either you or A-reum.
"00:28:23,007 --> 00:28:25,405",2.398,"On the day I don't have to see her anymore,"
"00:28:25,488 --> 00:28:26,563",1.075,don't stop me.
"00:28:26,646 --> 00:28:29,210",2.564,Don't stop me. I'll give my all.
"00:28:30,037 --> 00:28:34,752",4.715,I'll go at her so hard that she'll have to change.
"00:28:34,834 --> 00:28:37,067",2.233,I'll join your battle.
"00:28:37,150 --> 00:28:38,762",1.612,I will build you a monument
"00:28:39,383 --> 00:28:40,624",1.241,in front of Dangmi Station.
"00:28:42,319 --> 00:28:44,842",2.523,"Well, you can lash out at her if you want to."
"00:28:46,455 --> 00:28:48,688",2.233,"But, hey, Chang-hee."
"00:28:48,771 --> 00:28:49,763",0.992,You…
"00:28:50,838 --> 00:28:56,132",5.294,"You need to think about why you hate Jeong A-reum so much, at least once."
"00:28:57,372 --> 00:29:00,268",2.896,"What, do I have to think to know that? Don't you hate A-reum?"
"00:29:00,350 --> 00:29:02,956",2.606,You don't just hate her.
"00:29:03,575 --> 00:29:07,671",4.096,You hate her so much.
"00:29:07,753 --> 00:29:10,359",2.606,She makes me hate her so much.
"00:29:10,896 --> 00:29:12,012",1.116,"For us, it's just…"
"00:29:12,839 --> 00:29:16,230",3.391,"""God, she's crazy. What a bitch."" Nothing more, nothing less."
"00:29:16,314 --> 00:29:18,877",2.563,Try being seated next to that crazy lady
"00:29:19,456 --> 00:29:22,103",2.647,and listen to her yammer on all day.
"00:29:22,186 --> 00:29:26,114",3.928,"A woman who has no humanity at all but is just full of greed,"
"00:29:26,197 --> 00:29:29,423",3.226,talking all day about stuff that's not even interesting. You try it!
"00:29:33,434 --> 00:29:35,833",2.399,If Jeong A-reum wasn't rich…
"00:29:38,024 --> 00:29:39,885",1.861,would you have hated her that much?
"00:29:42,078 --> 00:29:44,972",2.894,"If she was a normal woman from a normal family,"
"00:29:45,717 --> 00:29:47,578",1.861,would you still have hated her that much?
"00:29:49,770 --> 00:29:51,548",1.778,Just be honest.
"00:29:53,119 --> 00:29:54,525",1.406,{\an8}Am I being insincere?
"00:29:54,608 --> 00:29:57,007",2.399,"{\an8}Hey, tell me. Am I the bad guy? Am I the bad guy here?"
"00:29:57,627 --> 00:30:00,522",2.895,"{\an8}Rich or not, she deserves to be hated!"
"00:30:00,604 --> 00:30:01,886",1.282,"{\an8}I mean, what I'm saying is…"
"00:30:03,086 --> 00:30:03,913",0.827,{\an8}That's enough.
"00:30:03,995 --> 00:30:05,237",1.242,"{\an8}What I'm saying is,"
"00:30:05,815 --> 00:30:08,669",2.854,{\an8}you might be just as greedy as A-reum
"00:30:08,752 --> 00:30:11,357",2.605,{\an8}but just pretending that you aren't.
"00:30:11,440 --> 00:30:14,294",2.854,"{\an8}You know? In this world, there are greedy people everywhere."
"00:30:14,376 --> 00:30:17,395",3.019,{\an8}Why do you hate Jeong A-reum so much?
"00:30:17,477 --> 00:30:20,868",3.391,"{\an8}Should I hate someone I don't know, then? She's the one I know."
"00:30:20,952 --> 00:30:23,474",2.522,"{\an8}I mean, what I'm saying is,"
"00:30:24,383 --> 00:30:26,286",1.903,"{\an8}don't deny your greed,"
"00:30:27,155 --> 00:30:29,057",1.902,{\an8}and just take what you want.
"00:30:30,628 --> 00:30:31,869",1.241,{\an8}If you become rich?
"00:30:33,771 --> 00:30:35,591",1.820,{\an8}You won't hate Jeong A-reum anymore.
"00:30:39,271 --> 00:30:40,264",0.993,{\an8}If I get rich?
"00:30:44,978 --> 00:30:46,302",1.324,{\an8}Why would I hate anyone?
"00:30:46,384 --> 00:30:48,577",2.193,"{\an8}When I have enough, why would I?"
"00:30:49,652 --> 00:30:51,802",2.150,Why are you saying something so obvious?
"00:30:55,607 --> 00:30:56,682",1.075,If I get rich…
"00:30:59,039 --> 00:31:01,396",2.357,"Well, I'll probably hate her just a little."
"00:31:18,476 --> 00:31:19,510",1.034,I mean…
